year,gender,rank,name
1896,female,7,Emma
1896,female,8,Elsa
1896,female,9,Maria
1896,female,10,Margarete
1896,female,11,Luise
1896,female,12,Bertha
1896,female,13,Johanna
1896,female,14,Elisabeth
1896,female,15,Helene
1896,female,16,Ella
1896,female,17,Clara
1896,female,18,Hedwig
1896,female,19,Auguste
1896,female,20,Elise
1896,female,21,Margareta
1896,female,22,Minna
1896,female,23,Olga
1896,female,24,Else
1896,female,25,Käthe
1896,male,1,Karl
1896,male,2,Wilhelm
1896,male,3,Heinrich
1896,male,4,Hans
1896,male,5,Walter
1896,male,6,Otto
1896,male,7,Paul
1896,male,8,Friedrich
1896,male,9,Fritz
1896,male,10,Johann
1896,male,11,Hermann
1896,male,12,Willi
1896,male,13,Ernst
1896,male,14,Georg
1896,male,15,Max
1896,male,16,Adolf
1896,male,17,Gustav
1896,male,18,Arthur
1896,male,19,Emil
1896,male,20,Johannes
1896,male,21,Albert
1896,male,22,Franz
1896,male,23,August
1896,male,24,Richard
1896,male,25,Alfred
1897,female,1,Anna
1897,female,2,Frieda
1897,female,3,Martha
1897,female,4,Erna
1897,female,5,Gertrud
1897,female,6,Margarete
1897,female,7,Helene
1897,female,8,Emma
1897,female,9,Clara
1897,female,10,Bertha
1897,female,11,Marie
1897,female,12,Elisabeth
1897,female,13,Elsa
1897,female,14,Luise
1897,female,15,Auguste
1897,female,16,Olga
1897,female,17,Hedwig
1897,female,18,Hertha
1897,female,19,Paula
1897,female,20,Ida
1897,female,21,Else
1897,female,22,Maria
1897,female,23,Ella
1897,female,24,Minna
1897,female,25,Charlotte
1897,male,1,Karl
1897,male,2,Wilhelm
1897,male,3,Heinrich
1897,male,4,Walter
1897,male,5,Hermann
1897,male,6,Otto
1897,male,7,Hans
1897,male,8,Ernst
1897,male,9,Paul
1897,male,10,Friedrich
1897,male,11,Fritz
1897,male,12,Franz
1897,male,13,Albert
1897,male,14,Gustav
1897,male,15,Erich
1897,male,16,Willi
1897,male,17,Georg
1897,male,18,Johann
1897,male,19,Max
1897,male,20,August
1897,male,21,Alfred
1897,male,22,Hugo
1897,male,23,Johannes
1897,male,24,Rudolf
1897,male,25,Kurt
1898,female,1,Anna
1898,female,2,Martha
1898,female,3,Frieda
1898,female,4,Erna
1898,female,5,Margarete
1898,female,6,Gertrud
1898,female,7,Elisabeth
1898,female,8,Maria
1898,female,9,Emma
1898,female,10,Marie
1898,female,11,Elsa
1898,female,12,Bertha
1898,female,13,Johanna
1898,female,14,Else
1898,female,15,Helene
1898,female,16,Luise
1898,female,17,Alma
1898,female,18,Paula
1898,female,19,Hertha
1898,female,20,Ida
1898,female,21,Hedwig
1898,female,22,Käthe
1898,female,23,Olga
1898,female,24,Ella
1898,female,25,Clara
1898,male,1,Wilhelm
1898,male,2,Otto
1898,male,3,Karl
1898,male,4,Heinrich
1898,male,5,Hans
1898,male,6,Paul
1898,male,7,Walter
1898,male,8,Ernst
1898,male,9,Friedrich
1898,male,10,Hermann
1898,male,11,Willi
1898,male,12,Gustav
1898,male,13,Max
1898,male,14,Rudolf
1898,male,15,Alfred
1898,male,16,Fritz
1898,male,17,Johannes
1898,male,18,Franz
1898,male,19,Emil
1898,male,20,Albert
1898,male,21,August
1898,male,22,Robert
1898,male,23,Erich
1898,male,24,Richard
1898,male,25,Adolf
1899,female,1,Anna
1899,female,2,Martha
1899,female,3,Frieda
1899,female,4,Erna
1899,female,5,Gertrud
1899,female,6,Margarete
1899,female,7,Elisabeth
1899,female,8,Else
1899,female,9,Emma
1899,female,10,Helene
1899,female,11,Maria
1899,female,12,Elsa
1899,female,13,Paula
1899,female,14,Luise
1899,female,15,Marie
1899,female,16,Bertha
1899,female,17,Ella
1899,female,18,Clara
1899,female,19,Hertha
1899,female,20,Dora
1899,female,21,Käthe
1899,female,22,Auguste
1899,female,23,Johanna
1899,female,24,Charlotte
1899,female,25,Hedwig
1899,male,1,Wilhelm
1899,male,2,Karl
1899,male,3,Hans
1899,male,4,Otto
1899,male,5,Walter
1899,male,6,Heinrich
1899,male,7,Ernst
1899,male,8,Hermann
1899,male,9,Willi
1899,male,10,Friedrich
1899,male,11,Rudolf
1899,male,12,Albert
1899,male,13,Max
1899,male,14,Paul
1899,male,15,Johannes
1899,male,16,Alfred
1899,male,17,Arthur
1899,male,18,Emil
1899,male,19,Erich
1899,male,20,Franz
1899,male,21,Johann
1899,male,22,Richard
1899,male,23,Kurt
1899,male,24,August
1899,male,25,Fritz
1900,female,1,Anna
1900,female,2,Martha
1900,female,3,Frieda
1900,female,4,Emma
1900,female,5,Marie
1900,female,6,Elisabeth
1900,female,7,Maria
1900,female,8,Bertha
1900,female,9,Gertrud
1900,female,10,Margarete
1900,female,11,Erna
1900,female,12,Johanna
1900,female,13,Auguste
1900,female,14,Luise
1900,female,15,Helene
1900,female,16,Ida
1900,female,17,Dorothea
1900,female,18,Dora
1900,female,19,Minna
1900,female,20,Hertha
1900,female,21,Clara
1900,female,22,Wilhelmine
1900,female,23,Elise
1900,female,24,Ella
1900,female,25,Else
1900,female,26,Katharina
1900,female,27,Käthe
1900,female,28,Hedwig
1900,female,29,Olga
1900,female,30,Alma
1900,male,1,Wilhelm
1900,male,2,Karl
1900,male,3,Heinrich
1900,male,4,Hermann
1900,male,5,Friedrich
1900,male,6,Paul
1900,male,7,Otto
1900,male,8,Ernst
1900,male,9,Hans
1900,male,10,Walter
1900,male,11,Gustav
1900,male,12,Franz
1900,male,13,August
1900,male,14,Johann
1900,male,15,Johannes
1900,male,16,Max
1900,male,17,Willi
1900,male,18,Richard
1900,male,19,Emil
1900,male,20,Robert
1900,male,21,Adolf
1900,male,22,Rudolf
1900,male,23,Georg
1900,male,24,Albert
1900,male,25,Alfred
1900,male,26,Kurt
1900,male,27,Fritz
1900,male,28,Josef
1900,male,29,Erich
1900,male,30,Ludwig
1901,female,1,Erna
1901,female,2,Anna
1901,female,3,Frieda
1901,female,4,Gertrud
1901,female,5,Martha
1901,female,6,Elisabeth
1901,female,7,Margarete
1901,female,8,Emma
1901,female,9,Marie
1901,female,10,Else
1901,female,11,Helene
1901,female,12,Hertha
1901,female,13,Elsa
1901,female,14,Maria
1901,female,15,Luise
1901,female,16,Ella
1901,female,17,Käthe
1901,female,18,Bertha
1901,female,19,Clara
1901,female,20,Hedwig
1901,female,21,Paula
1901,female,22,Auguste
1901,female,23,Charlotte
1901,female,24,Olga
1901,female,25,Johanna
1901,female,26,Alma
1901,female,27,Elli
1901,female,28,Ida
1901,female,29,Anni
1901,female,30,Dora
1901,male,1,Walter
1901,male,2,Karl
1901,male,3,Wilhelm
1901,male,4,Hans
1901,male,5,Ernst
1901,male,6,Otto
1901,male,7,Hermann
1901,male,8,Heinrich
1901,male,9,Paul
1901,male,10,Friedrich
1901,male,11,Willi
1901,male,12,Franz
1901,male,13,Arthur
1901,male,14,Kurt
1901,male,15,Fritz
1901,male,16,Albert
1901,male,17,Alfred
1901,male,18,Erich
1901,male,19,Johann
1901,male,20,Max
1901,male,21,Bruno
1901,male,22,Rudolf
1901,male,23,Adolf
1901,male,24,Emil
1901,male,25,Richard
1901,male,26,August
1901,male,27,Georg
1901,male,28,Gustav
1901,male,29,Johannes
1901,male,30,Gerhard
1902,female,1,Anna
1902,female,2,Frieda
1902,female,3,Gertrud
1902,female,4,Martha
1902,female,5,Elisabeth
1902,female,6,Erna
1902,female,7,Marie
1902,female,8,Margarete
1902,female,9,Helene
1902,female,10,Emma
1902,female,11,Elsa
1902,female,12,Maria
1902,female,13,Bertha
1902,female,14,Else
1902,female,15,Hertha
1902,female,16,Ella
1902,female,17,Johanna
1902,female,18,Käthe
1902,female,19,Luise
1902,female,20,Charlotte
1902,female,21,Clara
1902,female,22,Olga
1902,female,23,Hedwig
1902,female,24,Ida
1902,female,25,Minna
1902,female,26,Paula
1902,female,27,Wilhelmine
1902,female,28,Anni
1902,female,29,Auguste
1902,female,30,Meta
1902,male,1,Karl
1902,male,2,Walter
1902,male,3,Wilhelm
1902,male,4,Hans
1902,male,5,Heinrich
1902,male,6,Paul
1902,male,7,Otto
1902,male,8,Ernst
1902,male,9,Willi
1902,male,10,Hermann
1902,male,11,Emil
1902,male,12,Kurt
1902,male,13,Richard
1902,male,14,Rudolf
1902,male,15,Friedrich
1902,male,16,Erich
1902,male,17,Franz
1902,male,18,Fritz
1902,male,19,Adolf
1902,male,20,Alfred
1902,male,21,Gustav
1902,male,22,Georg
1902,male,23,Herbert
1902,male,24,Max
1902,male,25,August
1902,male,26,Erwin
1902,male,27,Johann
1902,male,28,Robert
1902,male,29,Bernhard
1902,male,30,Johannes
1903,female,1,Martha
1903,female,2,Frieda
1903,female,3,Gertrud
1903,female,4,Anna
1903,female,5,Erna
1903,female,6,Margarete
1903,female,7,Elisabeth
1903,female,8,Maria
1903,female,9,Käthe
1903,female,10,Helene
1903,female,11,Hertha
1903,female,12,Emma
1903,female,13,Marie
1903,female,14,Else
1903,female,15,Charlotte
1903,female,16,Ella
1903,female,17,Hedwig
1903,female,18,Bertha
1903,female,19,Johanna
1903,female,20,Luise
1903,female,21,Elsa
1903,female,22,Clara
1903,female,23,Elli
1903,female,24,Anni
1903,female,25,Dora
1903,female,26,Elfriede
1903,female,27,Emmi
1903,female,28,Ida
1903,female,29,Paula
1903,female,30,Alma
1903,male,1,Karl
1903,male,2,Walter
1903,male,3,Wilhelm
1903,male,4,Hans
1903,male,5,Paul
1903,male,6,Otto
1903,male,7,Heinrich
1903,male,8,Ernst
1903,male,9,Willi
1903,male,10,Hermann
1903,male,11,Richard
1903,male,12,Alfred
1903,male,13,Franz
1903,male,14,Friedrich
1903,male,15,Adolf
1903,male,16,Albert
1903,male,17,Max
1903,male,18,Kurt
1903,male,19,Fritz
1903,male,20,Johannes
1903,male,21,Rudolf
1903,male,22,Erich
1903,male,23,Arthur
1903,male,24,Josef
1903,male,25,Werner
1903,male,26,Emil
1903,male,27,Erwin
1903,male,28,Johann
1903,male,29,Bruno
1903,male,30,Georg
1904,female,1,Gertrud
1904,female,2,Anna
1904,female,3,Erna
1904,female,4,Martha
1904,female,5,Elisabeth
1904,female,6,Frieda
1904,female,7,Else
1904,female,8,Margarete
1904,female,9,Hertha
1904,female,10,Helene
1904,female,11,Emma
1904,female,12,Elsa
1904,female,13,Maria
1904,female,14,Käthe
1904,female,15,Luise
1904,female,16,Clara
1904,female,17,Bertha
1904,female,18,Charlotte
1904,female,19,Hedwig
1904,female,20,Marie
1904,female,21,Elfriede
1904,female,22,Ella
1904,female,23,Elli
1904,female,24,Paula
1904,female,25,Olga
1904,female,26,Anni
1904,female,27,Johanna
1904,female,28,Minna
1904,female,29,Dora
1904,female,30,Alma
1904,male,1,Wilhelm
1904,male,2,Walter
1904,male,3,Hans
1904,male,4,Karl
1904,male,5,Hermann
1904,male,6,Otto
1904,male,7,Paul
1904,male,8,Ernst
1904,male,9,Friedrich
1904,male,10,Heinrich
1904,male,11,Willi
1904,male,12,Alfred
1904,male,13,Gustav
1904,male,14,Herbert
1904,male,15,Kurt
1904,male,16,Arthur
1904,male,17,Erich
1904,male,18,Franz
1904,male,19,Albert
1904,male,20,Johannes
1904,male,21,Rudolf
1904,male,22,Fritz
1904,male,23,Richard
1904,male,24,Bernhard
1904,male,25,Adolf
1904,male,26,Johann
1904,male,27,Peter
1904,male,28,Werner
1904,male,29,August
1904,male,30,Josef
1905,female,1,Anna
1905,female,2,Gertrud
1905,female,3,Martha
1905,female,4,Frieda
1905,female,5,Erna
1905,female,6,Hertha
1905,female,7,Margarete
1905,female,8,Elisabeth
1905,female,9,Käthe
1905,female,10,Helene
1905,female,11,Else
1905,female,12,Luise
1905,female,13,Emma
1905,female,14,Marie
1905,female,15,Ella
1905,female,16,Johanna
1905,female,17,Elsa
1905,female,18,Maria
1905,female,19,Hedwig
1905,female,20,Charlotte
1905,female,21,Anni
1905,female,22,Paula
1905,female,23,Bertha
1905,female,24,Elli
1905,female,25,Irma
1905,female,26,Clara
1905,female,27,Minna
1905,female,28,Emmi
1905,female,29,Ida
1905,female,30,Elfriede
1905,male,1,Hans
1905,male,2,Karl
1905,male,3,Wilhelm
1905,male,4,Heinrich
1905,male,5,Walter
1905,male,6,Hermann
1905,male,7,Otto
1905,male,8,Paul
1905,male,9,Erich
1905,male,10,Ernst
1905,male,11,Kurt
1905,male,12,Friedrich
1905,male,13,Max
1905,male,14,Johannes
1905,male,15,Albert
1905,male,16,Rudolf
1905,male,17,Alfred
1905,male,18,Willi
1905,male,19,Franz
1905,male,20,Gustav
1905,male,21,Herbert
1905,male,22,Fritz
1905,male,23,Werner
1905,male,24,Johann
1905,male,25,Richard
1905,male,26,August
1905,male,27,Georg
1905,male,28,Emil
1905,male,29,Arthur
1905,male,30,Josef
1906,female,1,Gertrud
1906,female,2,Erna
1906,female,3,Martha
1906,female,4,Anna
1906,female,5,Frieda
1906,female,6,Margarete
1906,female,7,Hertha
1906,female,8,Elisabeth
1906,female,9,Käthe
1906,female,10,Else
1906,female,11,Charlotte
1906,female,12,Luise
1906,female,13,Helene
1906,female,14,Emma
1906,female,15,Marie
1906,female,16,Elfriede
1906,female,17,Maria
1906,female,18,Alma
1906,female,19,Hedwig
1906,female,20,Elli
1906,female,21,Anni
1906,female,22,Clara
1906,female,23,Johanna
1906,female,24,Elsa
1906,female,25,Ella
1906,female,26,Hildegard
1906,female,27,Bertha
1906,female,28,Ilse
1906,female,29,Irmgard
1906,female,30,Minna
1906,male,1,Walter
1906,male,2,Hans
1906,male,3,Karl
1906,male,4,Wilhelm
1906,male,5,Heinrich
1906,male,6,Otto
1906,male,7,Paul
1906,male,8,Hermann
1906,male,9,Willi
1906,male,10,Erich
1906,male,11,Friedrich
1906,male,12,Ernst
1906,male,13,Herbert
1906,male,14,Kurt
1906,male,15,Alfred
1906,male,16,Gustav
1906,male,17,Werner
1906,male,18,Georg
1906,male,19,Helmut
1906,male,20,Adolf
1906,male,21,Fritz
1906,male,22,Richard
1906,male,23,Arthur
1906,male,24,Franz
1906,male,25,Henry
1906,male,26,Max
1906,male,27,Bernhard
1906,male,28,Bruno
1906,male,29,Johannes
1906,male,30,Rudolf
1907,female,1,Gertrud
1907,female,2,Erna
1907,female,3,Frieda
1907,female,4,Anna
1907,female,5,Hertha
1907,female,6,Martha
1907,female,7,Margarete
1907,female,8,Käthe
1907,female,9,Elisabeth
1907,female,10,Marie
1907,female,11,Charlotte
1907,female,12,Else
1907,female,13,Hedwig
1907,female,14,Helene
1907,female,15,Emma
1907,female,16,Elsa
1907,female,17,Paula
1907,female,18,Maria
1907,female,19,Luise
1907,female,20,Ella
1907,female,21,Johanna
1907,female,22,Anni
1907,female,23,Elfriede
1907,female,24,Elli
1907,female,25,Hildegard
1907,female,26,Alice
1907,female,27,Irmgard
1907,female,28,Alma
1907,female,29,Irma
1907,female,30,Bertha
1907,male,1,Walter
1907,male,2,Karl
1907,male,3,Hans
1907,male,4,Wilhelm
1907,male,5,Willi
1907,male,6,Heinrich
1907,male,7,Friedrich
1907,male,8,Hermann
1907,male,9,Otto
1907,male,10,Ernst
1907,male,11,Kurt
1907,male,12,Paul
1907,male,13,Fritz
1907,male,14,Alfred
1907,male,15,Herbert
1907,male,16,Rudolf
1907,male,17,Erich
1907,male,18,Johannes
1907,male,19,Franz
1907,male,20,Max
1907,male,21,Werner
1907,male,22,Richard
1907,male,23,Adolf
1907,male,24,Arthur
1907,male,25,Johann
1907,male,26,Emil
1907,male,27,Helmut
1907,male,28,Erwin
1907,male,29,Albert
1907,male,30,Henry
1908,female,1,Gertrud
1908,female,2,Erna
1908,female,3,Anna
1908,female,4,Hertha
1908,female,5,Frieda
1908,female,6,Martha
1908,female,7,Margarete
1908,female,8,Käthe
1908,female,9,Elisabeth
1908,female,10,Else
1908,female,11,Hildegard
1908,female,12,Elfriede
1908,female,13,Helene
1908,female,14,Marie
1908,female,15,Irma
1908,female,16,Maria
1908,female,17,Charlotte
1908,female,18,Luise
1908,female,19,Elli
1908,female,20,Hedwig
1908,female,21,Johanna
1908,female,22,Emma
1908,female,23,Elsa
1908,female,24,Anni
1908,female,25,Bertha
1908,female,26,Ilse
1908,female,27,Alma
1908,female,28,Erika
1908,female,29,Grete
1908,female,30,Paula
1908,male,1,Walter
1908,male,2,Hans
1908,male,3,Karl
1908,male,4,Wilhelm
1908,male,5,Ernst
1908,male,6,Paul
1908,male,7,Erich
1908,male,8,Kurt
1908,male,9,Friedrich
1908,male,10,Heinrich
1908,male,11,Otto
1908,male,12,Herbert
1908,male,13,Willi
1908,male,14,Hermann
1908,male,15,Franz
1908,male,16,Alfred
1908,male,17,Fritz
1908,male,18,Rudolf
1908,male,19,Bruno
1908,male,20,Werner
1908,male,21,Richard
1908,male,22,Georg
1908,male,23,Adolf
1908,male,24,Gustav
1908,male,25,Emil
1908,male,26,Johann
1908,male,27,Heinz
1908,male,28,Helmut
1908,male,29,Johannes
1908,male,30,Albert
1909,female,1,Gertrud
1909,female,2,Erna
1909,female,3,Hertha
1909,female,4,Martha
1909,female,5,Anna
1909,female,6,Margarete
1909,female,7,Frieda
1909,female,8,Elisabeth
1909,female,9,Helene
1909,female,10,Else
1909,female,11,Käthe
1909,female,12,Charlotte
1909,female,13,Hildegard
1909,female,14,Maria
1909,female,15,Irma
1909,female,16,Marie
1909,female,17,Ilse
1909,female,18,Emma
1909,female,19,Elsa
1909,female,20,Emmi
1909,female,21,Hedwig
1909,female,22,Luise
1909,female,23,Clara
1909,female,24,Elli
1909,female,25,Irmgard
1909,female,26,Ella
1909,female,27,Johanna
1909,female,28,Anni
1909,female,29,Bertha
1909,female,30,Erika
1909,male,1,Walter
1909,male,2,Hans
1909,male,3,Karl
1909,male,4,Wilhelm
1909,male,5,Heinrich
1909,male,6,Willi
1909,male,7,Kurt
1909,male,8,Hermann
1909,male,9,Otto
1909,male,10,Herbert
1909,male,11,Paul
1909,male,12,Alfred
1909,male,13,Ernst
1909,male,14,Werner
1909,male,15,Erich
1909,male,16,Helmut
1909,male,17,Fritz
1909,male,18,Franz
1909,male,19,Bruno
1909,male,20,Friedrich
1909,male,21,Rudolf
1909,male,22,Johann
1909,male,23,Georg
1909,male,24,Heinz
1909,male,25,Johannes
1909,male,26,Richard
1909,male,27,Adolf
1909,male,28,Arthur
1909,male,29,Albert
1909,male,30,Gustav
1910,female,1,Gertrud
1910,female,2,Erna
1910,female,3,Martha
1910,female,4,Hertha
1910,female,5,Margarete
1910,female,6,Anna
1910,female,7,Käthe
1910,female,8,Elisabeth
1910,female,9,Frieda
1910,female,10,Hildegard
1910,female,11,Else
1910,female,12,Maria
1910,female,13,Charlotte
1910,female,14,Elli
1910,female,15,Luise
1910,female,16,Ella
1910,female,17,Anni
1910,female,18,Johanna
1910,female,19,Irma
1910,female,20,Marie
1910,female,21,Helene
1910,female,22,Ilse
1910,female,23,Irmgard
1910,female,24,Erika
1910,female,25,Emma
1910,female,26,Emmi
1910,female,27,Grete
1910,female,28,Elfriede
1910,female,29,Hedwig
1910,female,30,Anita
1910,male,1,Walter
1910,male,2,Karl
1910,male,3,Hans
1910,male,4,Wilhelm
1910,male,5,Otto
1910,male,6,Kurt
1910,male,7,Heinrich
1910,male,8,Hermann
1910,male,9,Paul
1910,male,10,Helmut
1910,male,11,Herbert
1910,male,12,Rudolf
1910,male,13,Willi
1910,male,14,Werner
1910,male,15,Erich
1910,male,16,Ernst
1910,male,17,Alfred
1910,male,18,Friedrich
1910,male,19,Georg
1910,male,20,Gustav
1910,male,21,Gerhard
1910,male,22,Richard
1910,male,23,Albert
1910,male,24,Fritz
1910,male,25,Johannes
1910,male,26,Arthur
1910,male,27,Erwin
1910,male,28,Franz
1910,male,29,Max
1910,male,30,Adolf
1911,female,1,Gertrud
1911,female,2,Hertha
1911,female,3,Erna
1911,female,4,Anna
1911,female,5,Martha
1911,female,6,Margarete
1911,female,7,Frieda
1911,female,8,Elisabeth
1911,female,9,Hildegard
1911,female,10,Käthe
1911,female,11,Helene
1911,female,12,Maria
1911,female,13,Charlotte
1911,female,14,Else
1911,female,15,Irma
1911,female,16,Elfriede
1911,female,17,Marie
1911,female,18,Elli
1911,female,19,Irmgard
1911,female,20,Erika
1911,female,21,Emma
1911,female,22,Hedwig
1911,female,23,Ilse
1911,female,24,Johanna
1911,female,25,Bertha
1911,female,26,Edith
1911,female,27,Luise
1911,female,28,Gerda
1911,female,29,Elsa
1911,female,30,Grete
1911,male,1,Walter
1911,male,2,Karl
1911,male,3,Hans
1911,male,4,Werner
